SYS.STBR-NAME,MAKE,DTL-6,DTL-CAT,TRANS-DATE,DOROTHY HILL,TRANS #,PART #,DESC,Ideal Components,TRANS-TYPE,TRANS-QTY,Central Supply,SALE,SRC-CAT,USER-ID,INV-NO,BIN1-DR,ADV-NO,CTRMN,CUST-NO,CUST-PO,PART-NO
Delta Dealer,HP,,,06/16/25,08:55,545-32789,884531,MARK TAYLOR,,SLS,1,36.58,57.99,24,18927THELMS,FAKE_30,187,121058,103226,483969,,HP884531
Delta Dealer,HP, ,  Z      P,06/16/25,12:21,545-33632,32165-TG7-A50,"HARN, RR. BMPR",,DLT,0,47.52,,6,120982MWERTZ,,SPORD,,,,,HP32165-TG7-A50
Delta Dealer,HP, ,  Z      P,06/16/25,12:35,545-34867,FS020-BAS-N0L,"OIL, FULLSYN (0W20)",,SLS,5,2.98,5.15,18,141331JCUARE,FAKE_43,BULK,6728,141331,577626,,HPFS020-BAS-N0L
Delta Dealer,HP, ,  Z      P,06/16/25,09:09,545-34870,FS020-BAS-N0L,"OIL, FULLSYN (0W20)",,SLS,5,2.98,5.15,18,141331JCUARE,FAKE_44,BULK,121058,141331,583280,,HPFS020-BAS-N0L
Delta Dealer,HP, ,  AY     P,06/16/25,07:52,545-35191,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.31,12,143702WBLACK,FAKE_47,CTR,145747,143702,223804,,HP94109-14000
Delta Dealer,HP, ,  BY     P,06/16/25,08:26,545-42679,53010-TG7-A01,"END, RACK",,SLS,1,60.84,68.85,5,102391CSLOOP,FAKE_16,191H,109921,254459,232695,,HP53010-TG7-A01
Delta Dealer,HP, ,  AY     P,06/16/25,13:08,545-42894,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,4.32,12,144626IMUNOZ,FAKE_45,301,571852,577572,501927,,HP15400-PLM-A02
Delta Dealer,HP,,,06/16/25,09:09,545-47960,17451-F0120,GASKET,IO,PUR,1,17.78,0.00,6,141328DMILLE,FAKE_48,,109921,254459,,,HP17451-F0120
Delta Dealer,PK,,,06/16/25,10:36,545-58705,FAKE_1,,,SLS,1,0.00,0.00,,143825NISAAC,FAKE_49,,140059,143702,191714,,PKSAE020
Delta Dealer,HP, ,  AY     P,06/16/25,13:04,545-87604,42753-SB8-661,"VALVE, RIM",,SLS,4,1.03,4.65,1,144285BRIVER,FAKE_41,CTR,301595,144285,100,,HP42753-SB8-661
Delta Dealer,HP,,,06/16/25,13:13,546-11966,099-810-13-16,GLASS,IO,SLS,1,663.00,1022.99,6,141328DMILLE,FAKE_46,,140490,296430,347793,,HP099-810-13-16
Delta Dealer,HP, ,  Z      P,06/16/25,08:39,546-17011,81891-SZA-A01,"PROTECTOR, L. FR.",,ADD,0,13.89,,6,25957CHAGLER,,SPORD,,,,,HP81891-SZA-A01
Delta Dealer,HP,,,06/16/25,08:55,546-32789,891972,JOSHUA ROBERTS,,SLS,1,27.99,51.99,24,18927THELMS,FAKE_30,186,121058,103226,483969,,HP891972
Delta Dealer,HP, ,  AY     P,06/16/25,12:35,546-34867,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,9.72,12,141331JCUARE,FAKE_50,301,571852,141331,579909,,HP15400-PLM-A02
Delta Dealer,HP, ,  AY     P,06/16/25,09:10,546-34870,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,9.72,12,141331JCUARE,FAKE_51,301,136057,141331,579297,,HP15400-PLM-A02
Delta Dealer,HP,,,06/16/25,07:52,546-35191,FAKE_1,0W20VAL/MAXLIFE,,SLS,6,2.52,1.92,18,143702WBLACK,FAKE_47,BULK,145747,143702,223804,,HPSAE020
Delta Dealer,HP, ,  BY     P,06/16/25,08:26,546-42679,67010-TG7-A94ZZ,Kind Parts Inc,SP,SLS,1,766.90,1092.17,6,102391CSLOOP,FAKE_16,SPORD,109921,254459,232695,,HP67010-TG7-A94ZZ
Delta Dealer,HP, ,  AY     P,06/16/25,13:08,546-42894,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.31,12,144626IMUNOZ,FAKE_45,CTR,571852,577572,501927,,HP94109-14000
Delta Dealer,HP,,,06/16/25,09:09,546-47960,17566-F0010,SUPPORT,IO,SLS,2,23.68,32.81,6,141328DMILLE,FAKE_48,,109921,254459,595866,,HP17566-F0010
Delta Dealer,HP, ,  AY     P,06/16/25,10:36,546-58705,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,12.30,12,143825NISAAC,FAKE_49,301,140059,143702,191714,,HP15400-PLM-A02
Delta Dealer,HP,,,06/16/25,13:10,546-87604,92-0702,DOROTHY HILL,,SLS,4,5.13,10.99,22,144285BRIVER,FAKE_52,195E,301595,144285,100,,HP92-0702
Delta Dealer,HP,,,06/16/25,13:13,547-11966,099-810-13-16,GLASS,IO,PUR,1,663.00,0.00,6,141328DMILLE,FAKE_46,,140490,296430,,,HP099-810-13-16
Delta Dealer,HP, ,  Z      P,06/16/25,08:39,547-17011,04816-SZA-A41ZA,BUCKLE SET *NH167L*,,ADD,0,121.93,,6,25957CHAGLER,,SPORD,,,,,HP04816-SZA-A41ZA
Delta Dealer,HP, ,  AY     P,06/16/25,08:55,547-32789,80291-TF3-E01,"ELEMENT, FILTER",,SLS,1,17.55,42.55,12,18927THELMS,FAKE_30,227,121058,103226,483969,,HP80291-TF3-E01
Delta Dealer,HP, ,  AY     P,06/16/25,12:35,547-34867,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.66,12,141331JCUARE,FAKE_50,CTR,571852,141331,579909,,HP94109-14000
Delta Dealer,HP, ,  AY     P,06/16/25,09:10,547-34870,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.66,12,141331JCUARE,FAKE_51,CTR,136057,141331,579297,,HP94109-14000
Delta Dealer,HP, ,  AY     P,06/16/25,07:52,547-35191,17220-5J6-A10,"ELEMENT, AIR CLEANER",,SLS,1,19.12,27.67,12,143702WBLACK,FAKE_47,200,145747,143702,223804,,HP17220-5J6-A10
Delta Dealer,HP, ,  C      P,06/16/25,08:26,547-42679,72336-TG7-A11,"SEAL, R. FR.",SP,SLS,1,14.44,24.07,6,102391CSLOOP,FAKE_16,SPORD,109921,254459,232695,,HP72336-TG7-A11
Delta Dealer,HP,,,06/16/25,13:08,547-42894,FAKE_1,0W20VAL/MAXLIFE,,SLS,6,2.52,1.92,18,144626IMUNOZ,FAKE_45,BULK,571852,577572,501927,,HPSAE020
Delta Dealer,HP,,,06/16/25,09:09,547-47960,17566-F0010,SUPPORT,IO,PUR,2,23.68,0.00,6,141328DMILLE,FAKE_48,,109921,254459,,,HP17566-F0010
Delta Dealer,HP, ,  Z      P,06/16/25,10:36,547-58705,FS020-BAS-N0L,"OIL, FULLSYN (0W20)",,SLS,5,2.98,5.16,18,143825NISAAC,FAKE_49,BULK,140059,143702,191714,,HPFS020-BAS-N0L
Delta Dealer,HP, ,  C      P,06/16/25,13:10,547-87604,08200-9014,FLUID (HGO-1),,SLS,1,12.87,22.44,9,144285BRIVER,FAKE_52,307,301595,144285,100,,HP08200-9014
Delta Dealer,HP,,,06/16/25,13:13,548-11966,000000-001935,BOLT,IO,SLS,3,1.05,4.39,6,141328DMILLE,FAKE_46,,140490,296430,347793,,HP000000-001935
Delta Dealer,HP, ,  C      P,06/16/25,08:39,548-17011,77970-STX-A01,"SENSOR, SIDE IMPACT",,ADD,0,134.81,,6,25957CHAGLER,,SPORD,,,,,HP77970-STX-A01
Delta Dealer,HP, ,  AY     P,06/16/25,08:55,548-32789,42751-BRI-126,TIRE (235/60R18),,SLS,4,151.95,187.95,11,18927THELMS,FAKE_30,400TIR,121058,103226,483969,,HP42751-BRI-126
Delta Dealer,HP, ,  Z      P,06/16/25,12:35,548-34867,FS020-BAS-N0L,"OIL, FULLSYN (0W20)",,SLS,5,2.98,5.15,18,141331JCUARE,FAKE_50,BULK,571852,141331,579909,,HPFS020-BAS-N0L
Delta Dealer,HP, ,  Z      P,06/16/25,09:10,548-34870,FS020-BAS-N0L,"OIL, FULLSYN (0W20)",,SLS,5,2.98,5.15,18,141331JCUARE,FAKE_51,BULK,136057,141331,579297,,HPFS020-BAS-N0L
Delta Dealer,HP, ,  AY     P,06/16/25,07:52,548-35191,80292-SDA-407,ELEMENT,,SLS,1,17.11,42.55,12,143702WBLACK,FAKE_47,228,145747,143702,223804,,HP80292-SDA-407
Delta Dealer,HP, ,  C      P,06/16/25,08:26,548-42679,72321-TG7-A01,"SEAL, R. FR.",SP,SLS,1,22.26,37.10,6,102391CSLOOP,FAKE_16,SPORD,109921,254459,232695,,HP72321-TG7-A01
Delta Dealer,PK,,,06/16/25,13:09,548-42894,BF,,,SLS,1,0.00,0.00,,144626IMUNOZ,FAKE_53,,455515,577572,498396,,PKBF
Delta Dealer,HP,,,06/16/25,09:09,548-47960,17576-F0100,BRACKET,IO,SLS,1,20.98,29.08,6,141328DMILLE,FAKE_48,,109921,254459,595866,,HP17576-F0100
Delta Dealer,HP, ,  AY     P,06/16/25,10:36,548-58705,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,2.69,12,143825NISAAC,FAKE_49,CTR,140059,143702,191714,,HP94109-14000
Delta Dealer,HP, ,+ AY     P,06/16/25,13:10,548-87604,94109-20000,"WASHER, DRAIN (20MM)",,SLS,2,0.82,1.47,12,144285BRIVER,FAKE_52,CTR,301595,144285,100,,HP94109-20000
Delta Dealer,HP,,,06/16/25,13:13,549-11966,000000-001935,BOLT,IO,PUR,3,1.05,0.00,6,141328DMILLE,FAKE_46,,140490,296430,,,HP000000-001935
Delta Dealer,HP, ,  Z      P,06/16/25,08:39,549-17011,77960-SZA-A12,DOROTHY HILL,,ADD,0,789.13,,6,25957CHAGLER,,SPORD,,,,,HP77960-SZA-A12
Delta Dealer,HP, ,  AY     P,06/16/25,08:55,549-32789,42753-SB8-661,"VALVE, RIM",,SLS,4,1.03,6.89,1,18927THELMS,FAKE_30,CTR,121058,103226,483969,,HP42753-SB8-661
Delta Dealer,HP, ,  Z      P,06/16/25,12:35,549-34867,FS020-BAS-N0L,"OIL, FULLSYN (0W20)",,RV,-5,2.98,5.15,18,141331JCUARE,FAKE_50,BULK,571852,141331,579909,,HPFS020-BAS-N0L
Delta Dealer,HP, ,  Z      P,06/16/25,11:55,549-34870,25510-RN0-003,Delta Parts Ltd,SP,SLS,1,190.76,254.44,6,141331JCUARE,463649,SPORD,,141331,342817,,HP25510-RN0-003
Delta Dealer,HP, ,  AY     P,06/16/25,07:52,549-35191,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,5.65,12,143702WBLACK,FAKE_54,301,278,143702,478093,,HP15400-PLM-A02
Delta Dealer,HP, ,  Z      P,06/16/25,08:26,549-42679,76200-TG7-A61ZD,"MIR, R. DR *NH731P*",SP,SLS,1,476.17,793.62,6,102391CSLOOP,FAKE_16,SPORD,109921,254459,232695,,HP76200-TG7-A61ZD
Delta Dealer,HP,,,06/16/25,13:09,549-42894,608334,CHARLES HALL,,SLS,1,20.14,67.99,24,144626IMUNOZ,FAKE_53,187,455515,577572,498396,,HP608334
Delta Dealer,HP,,,06/16/25,09:09,549-47960,17576-F0100,BRACKET,IO,PUR,1,20.98,0.00,6,141328DMILLE,FAKE_48,,109921,254459,,,HP17576-F0100
Delta Dealer,HP, ,  BY     P,06/16/25,10:49,549-58705,60100-TBA-A00ZZ,"HOOD, ENGINE",,ADD,0,583.83,,6,143825NISAAC,,SPORD,,,,,HP60100-TBA-A00ZZ
Delta Dealer,HP, ,  Z      P,06/16/25,13:10,549-87604,08798-9008,"FLUID, BRAKE (DOT 3)",,SLS,1,4.23,8.05,9,144285BRIVER,FAKE_52,304,301595,144285,100,,HP08798-9008
Delta Dealer,HP,,,06/16/25,13:13,550-11966,099-906-71-01,SIGNAL,IO,SLS,1,130.50,176.99,6,141328DMILLE,FAKE_46,,140490,296430,347793,,HP099-906-71-01
Delta Dealer,HP, ,  Z      P,06/16/25,08:40,550-17011,04818-SZA-A01ZA,"OTR ST, L. *NH220L*",,ADD,0,253.42,,6,25957CHAGLER,,SPORD,,,,,HP04818-SZA-A01ZA
Delta Dealer,PK,,,06/16/25,09:15,550-32789,EPS,,,SLS,1,0.00,0.00,,18927THELMS,FAKE_55,,140746,103226,379484,,PKEPS
Delta Dealer,HP, ,  Z      P,06/16/25,12:35,550-34867,FS020-BAS-N0L,"OIL, FULLSYN (0W20)",,SLS,6,2.98,5.15,18,141331JCUARE,FAKE_50,BULK,571852,141331,579909,,HPFS020-BAS-N0L
Delta Dealer,HP, ,  C      P,06/16/25,12:03,550-34870,33550-TLA-406,"TAILLIGHT ASSY., L",,SLS,1,371.42,445.71,6,141331JCUARE,463528-1,SPORD,,246245,888176,544390JB,HP33550-TLA-406
Delta Dealer,HP, ,  AY     P,06/16/25,07:52,550-35191,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.38,12,143702WBLACK,FAKE_54,CTR,278,143702,478093,,HP94109-14000
Delta Dealer,HP,,,06/16/25,08:30,550-42679,TINT2,TINT,S,RV,-1,15.00,51.00,19,102391CSLOOP,FAKE_7,TINT,451708,577572,999006,,HPTINT2
Delta Dealer,PK,,,06/16/25,13:17,550-42894,FAKE_1,,,SLS,1,0.00,0.00,,144626IMUNOZ,FAKE_56,,141903,577572,412582,,PKSAE020
Delta Dealer,HP,,,06/16/25,09:09,550-47960,17577-F0130,BRACKET,IO,SLS,1,20.98,29.08,6,141328DMILLE,FAKE_48,,109921,254459,595866,,HP17577-F0130
Delta Dealer,HP, ,  AY     P,06/16/25,11:12,550-58705,80292-SDA-407,ELEMENT,,RV,-1,17.11,42.55,12,143825NISAAC,FAKE_49,228,140059,143702,191714,,HP80292-SDA-407
Delta Dealer,HP, ,  AY     P,06/16/25,13:10,550-87604,83740-TG7-A00ZA,HOOK *NH900L*,,SLS,1,0.88,1.47,3,144285BRIVER,FAKE_52,226E,301595,144285,100,,HP83740-TG7-A00ZA
Delta Dealer,HP,,,06/16/25,13:13,551-11966,099-906-71-01,SIGNAL,IO,PUR,1,130.50,0.00,6,141328DMILLE,FAKE_46,,140490,296430,,,HP099-906-71-01
Delta Dealer,HP, ,  Z      P,06/16/25,08:41,551-17011,81460-SHJ-A01ZB,ADJUSTER *NH220L*,,ADD,0,64.03,,6,25957CHAGLER,,SPORD,,,,,HP81460-SHJ-A01ZB
Delta Dealer,HP, ,  AY     P,06/16/25,09:15,551-32789,06531-T20-305,"KIT, G/BOX ASSY STRG",,SLS,1,5.56,9.61,1,18927THELMS,FAKE_55,161,140746,103226,379484,,HP06531-T20-305
Delta Dealer,HP, ,  CY     P,06/16/25,12:36,551-34867,72147-THR-AB1,FOB ASSY. (DRIVER 1),S,RV,-1,36.33,107.36,6,141331JCUARE,FAKE_57,SPORD,455515,143825,589233,,HP72147-THR-AB1
Delta Dealer,HP,,,06/16/25,07:52,551-35191,FAKE_1,0W20VAL/MAXLIFE,,SLS,4,2.52,2.53,18,143702WBLACK,FAKE_54,BULK,278,143702,478093,,HPSAE020
Delta Dealer,HP,,,06/16/25,08:31,551-42679,TINT1,TINT,S,RV,-1,35.00,101.00,19,102391CSLOOP,FAKE_12,TINT,197927,577572,999006,,HPTINT1
Delta Dealer,HP, ,  AY     P,06/16/25,13:17,551-42894,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,12.30,12,144626IMUNOZ,FAKE_56,301,141903,577572,412582,,HP15400-PLM-A02
Delta Dealer,HP,,,06/16/25,09:09,551-47960,17577-F0130,BRACKET,IO,PUR,1,20.98,0.00,6,141328DMILLE,FAKE_48,,109921,254459,,,HP17577-F0130
Delta Dealer,HP, ,  AY     P,06/16/25,11:12,551-58705,80292-SDA-407,ELEMENT,,SLS,1,17.11,20.54,12,143825NISAAC,FAKE_49,228,140059,143702,191714,,HP80292-SDA-407
Delta Dealer,HP, ,  AY     P,06/16/25,13:10,551-87604,83741-TG7-A00ZA,CAP *NH900L*,,SLS,1,1.46,2.43,4,144285BRIVER,FAKE_52,226E,301595,144285,100,,HP83741-TG7-A00ZA
Delta Dealer,HP,,,06/16/25,13:13,552-11966,000-986-32-01-09,WAX,IO,SLS,1,21.38,21.38,6,141328DMILLE,FAKE_46,,140490,296430,347793,,HP000-986-32-01-09
Delta Dealer,HP,,,06/16/25,09:15,552-32789,08718-0004-50,Modern Cars,,SLS,1,0.14,0.24,6,18927THELMS,FAKE_55,SPORD,140746,103226,379484,,HP08718-0004-50
Delta Dealer,HP, ,  AY     P,06/16/25,07:11,552-34173,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,13.79,12,144626IMUNOZ,FAKE_58,301,141866,577572,204534,,HP15400-PLM-A02
Delta Dealer,HP, ,  AY     P,06/16/25,12:36,552-34867,35118-T20-305,"KEY, EMERGENCY",,RV,-1,22.56,43.36,12,141331JCUARE,FAKE_57,193A,455515,143825,589233,,HP35118-T20-305
Delta Dealer,HP, ,  AY     P,06/16/25,07:59,552-35191,80292-SDA-407,ELEMENT,,SLS,1,17.11,42.55,12,143702WBLACK,FAKE_49,228,140059,143702,191714,,HP80292-SDA-407
Delta Dealer,HP, ,  C      P,06/16/25,13:10,552-42679,72430-THR-A11,"GARNISH, R. FR.",,ADD,0,52.22,,6,102391CSLOOP,,SPORD,,,,,HP72430-THR-A11
Delta Dealer,HP, ,  Z      P,06/16/25,13:17,552-42894,FS020-BAS-N0L,"OIL, FULLSYN (0W20)",,SLS,5,2.98,5.16,18,144626IMUNOZ,FAKE_56,BULK,141903,577572,412582,,HPFS020-BAS-N0L
Delta Dealer,HP,,,06/16/25,09:09,552-47960,52165-0E900,Quality Components,IO,SLS,1,195.36,270.80,6,141328DMILLE,FAKE_48,,109921,254459,595866,,HP52165-0E900
Delta Dealer,HP,,,06/16/25,11:12,552-58705,VP094,JAMES GARCIA,,RV,-1,18.47,29.99,24,143825NISAAC,FAKE_49,188,140059,143702,191714,,FAKE_2
Delta Dealer,HP, ,  AY     P,06/16/25,13:10,552-87604,72147-TG7-AA1,FOB ASSY. (DRIVER 1),,SLS,1,89.99,150.08,12,144285BRIVER,FAKE_52,199C,301595,144285,100,,HP72147-TG7-AA1
Delta Dealer,HP,,,06/16/25,13:13,553-11966,000-986-32-01-09,WAX,IO,PUR,1,21.38,0.00,6,141328DMILLE,FAKE_46,,140490,296430,,,HP000-986-32-01-09
Delta Dealer,HP, ,  A      A,06/16/25,09:16,553-32789,08P17-3A0-110A,CHARLES HALL,,VOID,-1,122.40,204.00,7,18927THELMS,463626,564D,,577572,100,S102265,HP08P17-3A0-110A
Delta Dealer,HP, ,  AY     P,06/16/25,07:11,553-34173,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.93,12,144626IMUNOZ,FAKE_58,CTR,141866,577572,204534,,HP94109-14000
Delta Dealer,HP, ,  Z      P,06/16/25,12:44,553-34867,74101-TS8-A20,"FDR, R. FR. (INNER)",,ADD,0,51.11,,6,141331JCUARE,,SPORD,,,,,HP74101-TS8-A20
Delta Dealer,PK,,,06/16/25,07:59,553-35191,ATFF,,,SLS,1,0.00,0.00,,143702WBLACK,FAKE_49,,140059,143702,191714,,PKATFF
Delta Dealer,HP, ,  Z      P,06/16/25,13:10,553-42679,72230-THR-A11,"SASH, R. FR.",,ADD,0,33.69,,6,102391CSLOOP,,SPORD,,,,,HP72230-THR-A11
Delta Dealer,HP, ,  AY     P,06/16/25,13:17,553-42894,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,2.69,12,144626IMUNOZ,FAKE_56,CTR,141903,577572,412582,,HP94109-14000
Delta Dealer,HP,,,06/16/25,09:09,553-47960,52165-0E900,Quality Components,IO,PUR,1,195.36,0.00,6,141328DMILLE,FAKE_48,,109921,254459,,,HP52165-0E900
Delta Dealer,HP,,,06/16/25,11:12,553-58705,VP094,JAMES GARCIA,,SLS,1,18.47,22.17,24,143825NISAAC,FAKE_49,188,140059,143702,191714,,FAKE_2
Delta Dealer,HP, ,  AY     P,06/16/25,13:10,553-87604,35118-T2A-A50,"KEY, EMERGENCY",,SLS,1,23.02,38.47,12,144285BRIVER,FAKE_52,193D,301595,144285,100,,HP35118-T2A-A50
Delta Dealer,HP,,,06/16/25,13:13,554-11966,000-991-47-95,CLIP,IO,SLS,3,1.65,5.19,6,141328DMILLE,FAKE_46,,140490,296430,347793,,HP000-991-47-95
Delta Dealer,HP, ,  C      A,06/16/25,09:30,554-32789,08L02-THR-102,"RAIL, ROOF",,SLS,1,223.30,372.00,7,18927THELMS,FAKE_59,564C,278,103226,597135,,HP08L02-THR-102
Delta Dealer,HP,,,06/16/25,07:11,554-34173,FAKE_1,0W20VAL/MAXLIFE,,SLS,4,2.52,6.18,18,144626IMUNOZ,FAKE_58,BULK,141866,577572,204534,,HPSAE020
Delta Dealer,HP, ,  Z      P,06/16/25,12:52,554-34867,44017-TVC-305,"BOOT SET, INBOARD",,ADD,0,34.42,,6,141331JCUARE,,SPORD,,,,,HP44017-TVC-305
Delta Dealer,HP,,,06/16/25,07:59,554-35191,VP094,JAMES GARCIA,,SLS,1,18.47,29.99,24,143702WBLACK,FAKE_49,188,140059,143702,191714,,FAKE_2
Delta Dealer,HP, ,  Z      P,06/16/25,13:10,554-42679,72327-THR-A01,"SEAL, R. FR.",,ADD,0,19.33,,6,102391CSLOOP,,SPORD,,,,,HP72327-THR-A01
Delta Dealer,HP, ,  AY     P,06/16/25,13:23,554-42894,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,7.59,12,144626IMUNOZ,463658,301,,577572,10411,578416,HP15400-PLM-A02
Delta Dealer,HP,,,06/16/25,09:09,554-47960,52171-0E200,REINFORCE,IO,SLS,1,105.49,146.22,6,141328DMILLE,FAKE_48,,109921,254459,595866,,HP52171-0E200
Delta Dealer,HP, ,  Z      P,06/16/25,11:12,554-58705,08200-9008,FLUID (ATF DW-1),,RV,-9,6.07,11.63,9,143825NISAAC,FAKE_49,320,140059,143702,191714,,HP08200-9008
Delta Dealer,HP, ,  AY     P,06/16/25,13:10,554-87604,17220-5J6-A10,"ELEMENT, AIR CLEANER",,SLS,1,19.12,31.97,12,144285BRIVER,FAKE_52,200,301595,144285,100,,HP17220-5J6-A10
Delta Dealer,HP,,,06/16/25,13:13,555-11966,000-991-47-95,CLIP,IO,PUR,3,1.65,0.00,6,141328DMILLE,FAKE_46,,140490,296430,,,HP000-991-47-95
Delta Dealer,HP, ,  C      A,06/16/25,09:30,555-32789,08L04-THR-100,CROSSBARS,,SLS,1,134.10,226.00,7,18927THELMS,FAKE_59,504B,278,103226,597135,,HP08L04-THR-100
Delta Dealer,HP, ,  AY     P,06/16/25,07:11,555-34173,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,13.79,12,144626IMUNOZ,FAKE_60,301,121058,577572,535950,,HP15400-PLM-A02
Delta Dealer,HP, ,  Z      P,06/16/25,12:53,555-34867,44018-TVC-305,"BOOT SET, OUTBOARD",,ADD,0,38.66,,6,141331JCUARE,,SPORD,,,,,HP44018-TVC-305
Delta Dealer,HP, ,  Z      P,06/16/25,07:59,555-35191,08200-9008,FLUID (ATF DW-1),,SLS,9,6.07,11.63,9,143702WBLACK,FAKE_49,320,140059,143702,191714,,HP08200-9008
Delta Dealer,HP, ,  C      P,06/16/25,13:10,555-42679,72336-THR-A01,"SEAL, R. FR.",,ADD,0,14.93,,6,102391CSLOOP,,SPORD,,,,,HP72336-THR-A01
Delta Dealer,HP, ,  AY     P,06/16/25,13:27,555-42894,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,11.93,12,144626IMUNOZ,FAKE_61,301,121058,577572,574385,,HP15400-PLM-A02
Delta Dealer,HP,,,06/16/25,09:09,555-47960,52171-0E200,REINFORCE,IO,PUR,1,105.49,0.00,6,141328DMILLE,FAKE_48,,109921,254459,,,HP52171-0E200
Delta Dealer,HP, ,  Z      P,06/16/25,11:12,555-58705,08200-9008,FLUID (ATF DW-1),,SLS,9,6.07,7.29,9,143825NISAAC,FAKE_49,320,140059,143702,191714,,HP08200-9008
Delta Dealer,HP, ,  AY     P,06/16/25,13:10,555-87604,80292-SDA-407,ELEMENT,,SLS,1,17.11,28.62,12,144285BRIVER,FAKE_52,228,301595,144285,100,,HP80292-SDA-407
Delta Dealer,HP,,,06/16/25,13:17,556-11966,205-880-01-18,FENDER,IO,SLS,1,423.80,652.00,6,141328DMILLE,FAKE_46,,140490,296430,347793,,HP205-880-01-18
Delta Dealer,HP, ,  C      A,06/16/25,09:30,556-32789,08L02-THR-102,"RAIL, ROOF",S,RV,-1,223.30,372.00,7,18927THELMS,FAKE_59,564C,278,103226,597135,,HP08L02-THR-102
Delta Dealer,HP, ,  AY     P,06/16/25,07:11,556-34173,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.93,12,144626IMUNOZ,FAKE_60,CTR,121058,577572,535950,,HP94109-14000
Delta Dealer,HP, ,  AY     P,06/16/25,12:58,556-34867,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,9.72,12,141331JCUARE,FAKE_62,301,129968,141331,461694,,HP15400-PLM-A02
Delta Dealer,HP, ,  AY     P,06/16/25,07:59,556-35191,90471-PX4-000,"WASHER, DRAIN (18MM)",,SLS,1,3.71,8.81,12,143702WBLACK,FAKE_49,CTR,140059,143702,191714,,HP90471-PX4-000
Delta Dealer,HP, ,  AY     P,06/16/25,13:10,556-42679,04711-THR-A00ZZ,"FACE, FR. BUMPER",SP,SLS,1,366.54,610.90,6,102391CSLOOP,FAKE_63,SPORD,109921,254459,440758,,HP04711-THR-A00ZZ
Delta Dealer,HP, ,  AY     P,06/16/25,13:27,556-42894,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.81,12,144626IMUNOZ,FAKE_61,CTR,121058,577572,574385,,HP94109-14000
Delta Dealer,HP,,,06/16/25,09:09,556-47960,57681-0E010,BRACE,IO,SLS,1,29.78,41.29,6,141328DMILLE,FAKE_48,,109921,254459,595866,,HP57681-0E010
Delta Dealer,HP, ,  AY     P,06/16/25,11:12,556-58705,90471-PX4-000,"WASHER, DRAIN (18MM)",,RV,-1,3.71,8.81,12,143825NISAAC,FAKE_49,CTR,140059,143702,191714,,HP90471-PX4-000
Delta Dealer,HP, ,  AY     P,06/16/25,13:10,556-87604,Fast Cars,BATTERY ASSY. (L3),,SLS,1,187.71,303.18,55,144285BRIVER,FAKE_52,RACK,301595,144285,100,,Trust Cars
Delta Dealer,HP,,,06/16/25,13:17,557-11966,205-880-01-18,FENDER,IO,PUR,1,423.80,0.00,6,141328DMILLE,FAKE_46,,140490,296430,,,HP205-880-01-18
Delta Dealer,HP, ,  C      A,06/16/25,09:30,557-32789,08L02-THR-102,"RAIL, ROOF",,SLS,1,223.30,245.63,7,18927THELMS,FAKE_59,564C,278,103226,597135,,HP08L02-THR-102
Delta Dealer,HP,,,06/16/25,07:11,557-34173,FAKE_1,0W20VAL/MAXLIFE,,SLS,4,2.52,6.18,18,144626IMUNOZ,FAKE_60,BULK,121058,577572,535950,,HPSAE020
Delta Dealer,HP, ,  AY     P,06/16/25,12:58,557-34867,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.66,12,141331JCUARE,FAKE_62,CTR,129968,141331,461694,,HP94109-14000
Delta Dealer,HP, ,+ BY     P,06/16/25,07:59,557-35191,11107-PWA-300,WASHER (24MM),,SLS,1,1.89,10.98,6,143702WBLACK,FAKE_49,228D,140059,143702,191714,,HP11107-PWA-300
Delta Dealer,HP, ,  AY     P,06/16/25,13:10,557-42679,91570-TG7-305,"CLIP, FR.",,SLS,2,7.16,11.93,3,102391CSLOOP,FAKE_63,229E,109921,254459,440758,,HP91570-TG7-305
