SYS.STBR-NAME,MAKE,DTL-6,DTL-CAT,TRANS-DATE,DOROTHY HILL,TRANS #,PART #,DESC,Ideal Components,TRANS-TYPE,TRANS-QTY,Central Supply,SALE,SRC-CAT,USER-ID,INV-NO,BIN1-DR,ADV-NO,CTRMN,CUST-NO,CUST-PO,PART-NO
Delta Dealer,HP, ,  AY     P,06/16/25,13:27,592-58705,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.38,12,143825NISAAC,FAKE_96,CTR,6728,143825,588188,,HP94109-14000
Delta Dealer,HP,,,06/16/25,13:34,593-11966,51-12-5-A3F-538,KIT,IO,PUR,1,27.17,0.00,6,141328DMILLE,FAKE_91,,117027,254459,,,HP51-12-5-A3F-538
Delta Dealer,HP, ,+ AY     P,06/16/25,13:09,593-32789,91326-PL5-003,O-RING (26X2.4),,SLS,1,2.58,14.26,3,18927THELMS,FAKE_98,229B,136057,103226,160919,,HP91326-PL5-003
Delta Dealer,PK,,,06/16/25,08:59,593-34173,FAKE_1,,,SLS,1,0.00,0.00,,144626IMUNOZ,FAKE_82,,141866,143702,115474,,PKSAE020
Delta Dealer,HP, ,  AY     P,06/16/25,09:46,593-35191,12290-5PA-A01,S/PLG (ILZKAR8J8SY),,SLS,4,21.70,41.79,12,143702WBLACK,FAKE_31,227B,140059,143702,224233,,HP12290-5PA-A01
Delta Dealer,HP,,,06/16/25,09:24,593-47960,5NN-854-731-A-9B9,Quality Components,IO,PUR,1,62.34,0.00,6,141328DMILLE,FAKE_78,,112803,296430,,,HP5NN-854-731-A-9B9
Delta Dealer,HP,,,06/16/25,13:27,593-58705,FAKE_1,0W20VAL/MAXLIFE,,SLS,4,2.52,2.53,18,143825NISAAC,FAKE_96,BULK,6728,143825,588188,,HPSAE020
Delta Dealer,HP,,,06/16/25,13:34,594-11966,51-14-7-463-684,BADGE,IO,SLS,1,44.40,55.50,6,141328DMILLE,FAKE_91,,117027,254459,596788,,HP51-14-7-463-684
Delta Dealer,HP, ,  AY     P,06/16/25,13:09,594-32789,15312-R40-A01,O-RING,,SLS,1,5.42,23.68,3,18927THELMS,FAKE_98,190E,136057,103226,160919,,HP15312-R40-A01
Delta Dealer,HP, ,  AY     P,06/16/25,08:59,594-34173,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,12.30,12,144626IMUNOZ,FAKE_82,301,141866,143702,115474,,HP15400-PLM-A02
Delta Dealer,HP, ,  AY     P,06/16/25,09:47,594-35191,12290-5PA-A01,S/PLG (ILZKAR8J8SY),,RV,-4,21.70,41.79,12,143702WBLACK,FAKE_31,227B,140059,143702,224233,,HP12290-5PA-A01
Delta Dealer,HP,,,06/16/25,09:24,594-47960,5NA-805-912-AF,LINER,IO,SLS,1,65.62,77.19,6,141328DMILLE,FAKE_78,,112803,296430,383850,,HP5NA-805-912-AF
Delta Dealer,HP,,,06/16/25,13:31,594-58705,C-2468,Best Parts Inc,IO,SLS,1,231.00,392.20,6,143825NISAAC,FAKE_99,,141903,143825,584722,,HPC-2468
Delta Dealer,HP,,,06/16/25,13:34,595-11966,51-14-7-463-684,BADGE,IO,PUR,1,44.40,0.00,6,141328DMILLE,FAKE_91,,117027,254459,,,HP51-14-7-463-684
Delta Dealer,HP, ,  AY     P,06/16/25,13:09,595-32789,43022-TA0-A82,"SET,PAD RR",,SLS,1,41.45,78.00,12,18927THELMS,FAKE_98,130,136057,103226,160919,,HP43022-TA0-A82
Delta Dealer,HP, ,  Z      P,06/16/25,08:59,595-34173,FS020-BAS-N0L,"OIL, FULLSYN (0W20)",,SLS,5,2.98,5.16,18,144626IMUNOZ,FAKE_82,BULK,141866,143702,115474,,HPFS020-BAS-N0L
Delta Dealer,HP, ,  AY     P,06/16/25,09:47,595-35191,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,13.79,12,143702WBLACK,FAKE_100,301,278,143702,542263,,HP15400-PLM-A02
Delta Dealer,HP,,,06/16/25,09:24,595-47960,5NA-805-912-AF,LINER,IO,PUR,1,65.62,0.00,6,141328DMILLE,FAKE_78,,112803,296430,,,HP5NA-805-912-AF
Delta Dealer,HP,,,06/16/25,13:31,595-58705,C-2468,Best Parts Inc,IO,PUR,1,231.00,0.00,6,143825NISAAC,FAKE_99,,141903,143825,,,HPC-2468
Delta Dealer,HP,,,06/16/25,13:34,596-11966,63-14-7-411-973,REFLECTOR,IO,SLS,1,25.25,29.94,6,141328DMILLE,FAKE_91,,117027,254459,596788,,HP63-14-7-411-973
Delta Dealer,HP, ,  BY     P,06/16/25,13:09,596-32789,53731-TA0-A00,"TUBE, SUCTION",,SLS,1,9.43,39.72,8,18927THELMS,FAKE_98,197D,136057,103226,160919,,HP53731-TA0-A00
Delta Dealer,HP, ,  AY     P,06/16/25,08:59,596-34173,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,2.69,12,144626IMUNOZ,FAKE_82,CTR,141866,143702,115474,,HP94109-14000
Delta Dealer,HP, ,  AY     P,06/16/25,09:47,596-35191,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.93,12,143702WBLACK,FAKE_100,CTR,278,143702,542263,,HP94109-14000
Delta Dealer,HP,,,06/16/25,09:24,596-47960,3C0-853-585,CLIP,IO,SLS,13,2.16,3.55,6,141328DMILLE,FAKE_78,,112803,296430,383850,,HP3C0-853-585
Delta Dealer,HP, ,  AY     P,06/16/25,13:36,596-58705,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,11.93,12,143825NISAAC,FAKE_101,301,141866,143825,30067,,HP15400-PLM-A02
Delta Dealer,HP,,,06/16/25,13:34,597-11966,63-14-7-411-973,REFLECTOR,IO,PUR,1,25.25,0.00,6,141328DMILLE,FAKE_91,,117027,254459,,,HP63-14-7-411-973
Delta Dealer,HP, ,  AY     P,06/16/25,13:23,597-32789,31500-TK8-A2100M,BAT (GR24F/630CCA),,SLS,1,113.96,181.27,55,18927THELMS,FAKE_102,RACK,121058,103226,597589,,HP31500-TK8-A2100M
Delta Dealer,HP, ,  AY     P,06/16/25,09:00,597-34173,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,10.52,12,144626IMUNOZ,FAKE_103,301,524188,577572,532650,,HP15400-PLM-A02
Delta Dealer,HP,,,06/16/25,09:47,597-35191,FAKE_1,0W20VAL/MAXLIFE,,SLS,4,2.52,6.18,18,143702WBLACK,FAKE_100,BULK,278,143702,542263,,HPSAE020
Delta Dealer,HP,,,06/16/25,09:24,597-47960,3C0-853-585,CLIP,IO,PUR,13,2.16,0.00,6,141328DMILLE,FAKE_78,,112803,296430,,,HP3C0-853-585
Delta Dealer,HP, ,  AY     P,06/16/25,13:36,597-58705,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.81,12,143825NISAAC,FAKE_101,CTR,141866,143825,30067,,HP94109-14000
Delta Dealer,HP,,,06/16/25,13:34,598-11966,63-14-7-411-974,REFLECTOR,IO,SLS,1,25.25,28.89,6,141328DMILLE,FAKE_91,,117027,254459,596788,,HP63-14-7-411-974
Delta Dealer,HP, ,  AY     P,06/16/25,13:23,598-32789,31500-TK8-A2100M,BAT (GR24F/630CCA),RC,CM,-1,16.00,16.00,55,18927THELMS,FAKE_102,RACK,121058,103226,597589,,HP31500-TK8-A2100M
Delta Dealer,HP, ,  AY     P,06/16/25,09:00,598-34173,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.72,12,144626IMUNOZ,FAKE_103,CTR,524188,577572,532650,,HP94109-14000
Delta Dealer,HP, ,  AY     P,06/16/25,09:54,598-35191,80292-SDA-407,ELEMENT,,SLS,1,17.11,42.55,12,143702WBLACK,FAKE_104,228,145747,143702,458049,,HP80292-SDA-407
Delta Dealer,HP,,,06/16/25,09:24,598-47960,5C5-945-072-B,REFLECTOR,IO,SLS,1,30.73,42.69,6,141328DMILLE,FAKE_78,,112803,296430,383850,,HP5C5-945-072-B
Delta Dealer,HP,,,06/16/25,13:36,598-58705,FAKE_1,0W20VAL/MAXLIFE,,SLS,5,2.52,5.34,18,143825NISAAC,FAKE_101,BULK,141866,143825,30067,,HPSAE020
Delta Dealer,HP,,,06/16/25,13:34,599-11966,63-14-7-411-974,REFLECTOR,IO,PUR,1,25.25,0.00,6,141328DMILLE,FAKE_91,,117027,254459,,,HP63-14-7-411-974
Delta Dealer,HP,,,06/16/25,09:00,599-34173,FAKE_1,0W20VAL/MAXLIFE,,SLS,6,2.52,4.70,18,144626IMUNOZ,FAKE_103,BULK,524188,577572,532650,,HPSAE020
Delta Dealer,HP, ,  AY     P,06/16/25,09:54,599-35191,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,4.06,12,143702WBLACK,FAKE_104,301,145747,143702,458049,,HP15400-PLM-A02
Delta Dealer,HP,,,06/16/25,09:24,599-47960,5C5-945-072-B,REFLECTOR,IO,PUR,1,30.73,0.00,6,141328DMILLE,FAKE_78,,112803,296430,,,HP5C5-945-072-B
Delta Dealer,HP,,,06/16/25,13:34,600-11966,17-12-7-535-529,HOSE,IO,SLS,1,117.69,147.11,6,141328DMILLE,FAKE_91,,117027,254459,596788,,HP17-12-7-535-529
Delta Dealer,HP, ,  AY     P,06/16/25,09:00,600-34173,90471-PX4-000,"WASHER, DRAIN (18MM)",,SLS,1,3.71,8.81,12,144626IMUNOZ,FAKE_103,CTR,524188,577572,532650,,HP90471-PX4-000
Delta Dealer,HP, ,  AY     P,06/16/25,09:54,600-35191,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.29,12,143702WBLACK,FAKE_104,CTR,145747,143702,458049,,HP94109-14000
Delta Dealer,HP,,,06/16/25,09:24,600-47960,5NN-805-588-K,CARRIER,IO,SLS,1,339.89,472.07,6,141328DMILLE,FAKE_78,,112803,296430,383850,,HP5NN-805-588-K
Delta Dealer,HP,,,06/16/25,13:34,601-11966,17-12-7-535-529,HOSE,IO,PUR,1,117.69,0.00,6,141328DMILLE,FAKE_91,,117027,254459,,,HP17-12-7-535-529
Delta Dealer,HP, ,+ AY     P,06/16/25,09:00,601-34173,94109-20000,"WASHER, DRAIN (20MM)",,SLS,1,0.82,3.51,12,144626IMUNOZ,FAKE_103,CTR,524188,577572,532650,,HP94109-20000
Delta Dealer,HP,,,06/16/25,09:54,601-35191,FAKE_1,0W20VAL/MAXLIFE,,SLS,6,2.52,1.80,18,143702WBLACK,FAKE_104,BULK,145747,143702,458049,,HPSAE020
Delta Dealer,HP,,,06/16/25,09:24,601-47960,5NN-805-588-K,CARRIER,IO,PUR,1,339.89,0.00,6,141328DMILLE,FAKE_78,,112803,296430,,,HP5NN-805-588-K
Delta Dealer,HP,,,06/16/25,13:34,602-11966,51-11-7-421-987,STRIP,IO,SLS,1,48.63,60.79,6,141328DMILLE,FAKE_91,,117027,254459,596788,,HP51-11-7-421-987
Delta Dealer,HP, ,  AY     P,06/16/25,09:00,602-34173,90471-59C-000,GASKET (10MM),,SLS,1,2.95,16.01,6,144626IMUNOZ,FAKE_103,228D,524188,577572,532650,,HP90471-59C-000
Delta Dealer,HP, ,  AY     P,06/16/25,09:54,602-35191,17220-5J6-A10,"ELEMENT, AIR CLEANER",,SLS,1,19.12,27.67,12,143702WBLACK,FAKE_104,200,145747,143702,458049,,HP17220-5J6-A10
Delta Dealer,HP,,,06/16/25,09:24,602-47960,5NA-854-328-D-5AP,DEFLECTOR,IO,SLS,1,51.43,71.44,6,141328DMILLE,FAKE_78,,112803,296430,383850,,HP5NA-854-328-D-5AP
Delta Dealer,HP,,,06/16/25,13:34,603-11966,51-11-7-421-987,STRIP,IO,PUR,1,48.63,0.00,6,141328DMILLE,FAKE_91,,117027,254459,,,HP51-11-7-421-987
Delta Dealer,HP, ,  B      P,06/16/25,09:00,603-34173,08200-9015,ATF-TYPE 2.0,,SLS,5,7.90,14.83,9,144626IMUNOZ,FAKE_103,309,524188,577572,532650,,HP08200-9015
Delta Dealer,HP, ,  AY     P,06/16/25,10:04,603-35191,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,13.79,12,143702WBLACK,FAKE_105,301,571852,143702,417267,,HP15400-PLM-A02
Delta Dealer,HP,,,06/16/25,09:24,603-47960,5NA-854-328-D-5AP,DEFLECTOR,IO,PUR,1,51.43,0.00,6,141328DMILLE,FAKE_78,,112803,296430,,,HP5NA-854-328-D-5AP
Delta Dealer,HP,,,06/16/25,13:34,604-11966,17-11-9-468-695,RADIATOR,IO,SLS,1,365.55,436.83,6,141328DMILLE,FAKE_91,,117027,254459,596788,,HP17-11-9-468-695
Delta Dealer,PK,,,06/16/25,09:00,604-34173,BF,,,SLS,1,0.00,0.00,,144626IMUNOZ,FAKE_103,,524188,577572,532650,,PKBF
Delta Dealer,HP, ,  AY     P,06/16/25,10:04,604-35191,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.93,12,143702WBLACK,FAKE_105,CTR,571852,143702,417267,,HP94109-14000
Delta Dealer,HP,,,06/16/25,09:35,604-47960,83471-D9000,PANEL,IO,SLS,1,103.76,144.12,6,141328DMILLE,FAKE_106,,112803,296430,82202,,HP83471-D9000
Delta Dealer,HP,,,06/16/25,13:34,605-11966,17-11-9-468-695,RADIATOR,IO,PUR,1,365.55,0.00,6,141328DMILLE,FAKE_91,,117027,254459,,,HP17-11-9-468-695
Delta Dealer,HP,,,06/16/25,09:00,605-34173,608334,CHARLES HALL,,SLS,1,20.14,67.99,24,144626IMUNOZ,FAKE_103,187,524188,577572,532650,,HP608334
Delta Dealer,HP,,,06/16/25,10:04,605-35191,FAKE_1,0W20VAL/MAXLIFE,,SLS,4,2.52,6.18,18,143702WBLACK,FAKE_105,BULK,571852,143702,417267,,HPSAE020
Delta Dealer,HP,,,06/16/25,09:35,605-47960,83471-D9000,PANEL,IO,PUR,1,103.76,0.00,6,141328DMILLE,FAKE_106,,112803,296430,,,HP83471-D9000
Delta Dealer,HP,,,06/16/25,13:34,606-11966,17-11-9-797-807,RADIATOR,IO,SLS,1,401.85,482.00,6,141328DMILLE,FAKE_91,,117027,254459,596788,,HP17-11-9-797-807
Delta Dealer,HP, ,  A      A,06/16/25,09:04,606-34173,08P17-3A0-110A,CHARLES HALL,,SLS,1,122.40,134.64,7,144626IMUNOZ,463636,564D,,577572,100,S102270,HP08P17-3A0-110A
Delta Dealer,HP, ,  AY     P,06/16/25,10:14,606-35191,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,11.93,12,143702WBLACK,FAKE_107,301,6728,143702,507933,,HP15400-PLM-A02
Delta Dealer,HP,,,06/16/25,11:46,606-47960,51-14-8-209-932,GROMMET,IO,SLS,2,0.86,1.08,6,141328DMILLE,FAKE_108,,117027,254459,434072,,HP51-14-8-209-932
Delta Dealer,HP,,,06/16/25,13:34,607-11966,17-11-9-797-807,RADIATOR,IO,PUR,1,401.85,0.00,6,141328DMILLE,FAKE_91,,117027,254459,,,HP17-11-9-797-807
Delta Dealer,HP, ,  AY     P,06/16/25,09:05,607-34173,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,13.79,12,144626IMUNOZ,FAKE_109,301,140746,577572,406294,,HP15400-PLM-A02
Delta Dealer,HP, ,  AY     P,06/16/25,10:14,607-35191,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.81,12,143702WBLACK,FAKE_107,CTR,6728,143702,507933,,HP94109-14000
Delta Dealer,HP,,,06/16/25,11:46,607-47960,51-14-8-209-932,GROMMET,IO,PUR,2,0.86,0.00,6,141328DMILLE,FAKE_108,,117027,254459,,,HP51-14-8-209-932
Delta Dealer,HP,,,06/16/25,13:34,608-11966,51-13-7-497-227,FLAP,IO,SLS,1,229.75,287.19,6,141328DMILLE,FAKE_91,,117027,254459,596788,,HP51-13-7-497-227
Delta Dealer,HP, ,  AY     P,06/16/25,09:05,608-34173,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.93,12,144626IMUNOZ,FAKE_109,CTR,140746,577572,406294,,HP94109-14000
Delta Dealer,HP,,,06/16/25,10:14,608-35191,FAKE_1,0W20VAL/MAXLIFE,,SLS,5,2.52,5.34,18,143702WBLACK,FAKE_107,BULK,6728,143702,507933,,HPSAE020
Delta Dealer,HP,,,06/16/25,11:46,608-47960,51-14-7-183-151,EMBLEM,IO,SLS,1,39.95,49.94,6,141328DMILLE,FAKE_108,,117027,254459,434072,,HP51-14-7-183-151
Delta Dealer,HP,,,06/16/25,13:34,609-11966,51-13-7-497-227,FLAP,IO,PUR,1,229.75,0.00,6,141328DMILLE,FAKE_91,,117027,254459,,,HP51-13-7-497-227
Delta Dealer,HP,,,06/16/25,09:05,609-34173,FAKE_1,0W20VAL/MAXLIFE,,SLS,4,2.52,6.18,18,144626IMUNOZ,FAKE_109,BULK,140746,577572,406294,,HPSAE020
Delta Dealer,HP, ,  A      A,06/16/25,10:27,609-35191,08U45-3A0-100,"TRAY, CARGO",,SLS,1,79.60,135.00,7,143702WBLACK,463645,753C,,143702,IT000082,T000082,HP08U45-3A0-100
Delta Dealer,HP,,,06/16/25,11:46,609-47960,51-14-7-183-151,EMBLEM,IO,PUR,1,39.95,0.00,6,141328DMILLE,FAKE_108,,117027,254459,,,HP51-14-7-183-151
Delta Dealer,HP,,,06/16/25,13:34,610-11966,51-74-7-399-996,DUCT,IO,SLS,1,68.89,86.11,6,141328DMILLE,FAKE_91,,117027,254459,596788,,HP51-74-7-399-996
Delta Dealer,HP, ,  AY     P,06/16/25,09:05,610-34173,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,10.52,12,144626IMUNOZ,FAKE_110,301,136057,577572,490577,,HP15400-PLM-A02
Delta Dealer,HP, ,  A      A,06/16/25,10:27,610-35191,08P17-3A0-110A,CHARLES HALL,,SLS,1,122.40,206.00,7,143702WBLACK,463645,564D,,143702,IT000082,T000082,HP08P17-3A0-110A
Delta Dealer,HP,,,06/16/25,11:46,610-47960,51-12-7-058-522,GUIDE,IO,SLS,1,79.42,99.27,6,141328DMILLE,FAKE_108,,117027,254459,434072,,HP51-12-7-058-522
Delta Dealer,HP,,,06/16/25,13:34,611-11966,51-74-7-399-996,DUCT,IO,PUR,1,68.89,0.00,6,141328DMILLE,FAKE_91,,117027,254459,,,HP51-74-7-399-996
Delta Dealer,HP, ,  AY     P,06/16/25,09:05,611-34173,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.72,12,144626IMUNOZ,FAKE_110,CTR,136057,577572,490577,,HP94109-14000
Delta Dealer,PK,,,06/16/25,10:34,611-35191,EPS,,,SLS,1,0.00,0.00,,143702WBLACK,FAKE_111,,455515,143702,576487,,PKEPS
Delta Dealer,HP,,,06/16/25,11:46,611-47960,51-12-7-058-522,GUIDE,IO,PUR,1,79.42,0.00,6,141328DMILLE,FAKE_108,,117027,254459,,,HP51-12-7-058-522
Delta Dealer,HP,,,06/16/25,13:34,612-11966,51-11-7-420-871,GRILLE,IO,SLS,1,75.75,94.69,6,141328DMILLE,FAKE_91,,117027,254459,596788,,HP51-11-7-420-871
Delta Dealer,HP,,,06/16/25,09:05,612-34173,FAKE_1,0W20VAL/MAXLIFE,,SLS,6,2.52,4.70,18,144626IMUNOZ,FAKE_110,BULK,136057,577572,490577,,HPSAE020
Delta Dealer,HP, ,  AY     P,06/16/25,10:34,612-35191,06531-T20-305,"KIT, G/BOX ASSY STRG",,SLS,1,5.56,9.61,1,143702WBLACK,FAKE_111,161,455515,143702,576487,,HP06531-T20-305
Delta Dealer,HP,,,06/16/25,11:46,612-47960,51-12-7-202-706,PANEL,IO,SLS,1,728.15,910.19,6,141328DMILLE,FAKE_108,,117027,254459,434072,,HP51-12-7-202-706
Delta Dealer,HP,,,06/16/25,13:34,613-11966,51-11-7-420-871,GRILLE,IO,PUR,1,75.75,0.00,6,141328DMILLE,FAKE_91,,117027,254459,,,HP51-11-7-420-871
Delta Dealer,HP, ,  A      A,06/16/25,09:11,613-34173,08P17-3A0-110A,CHARLES HALL,,SLS,1,122.40,134.64,7,144626IMUNOZ,463637,564D,,577572,100,DANIEL YOUNG,HP08P17-3A0-110A
Delta Dealer,HP,,,06/16/25,10:34,613-35191,08718-0004-50,Modern Cars,,SLS,1,0.14,0.24,6,143702WBLACK,FAKE_111,SPORD,455515,143702,576487,,HP08718-0004-50
Delta Dealer,HP,,,06/16/25,07:18,613-35284,FA2155516,THOMAS LEE,NO,PUR,4,105.86,,11,HOCPBC,494045SO,1TIR3A,,,,,HPFA2155516
Delta Dealer,HP,,,06/16/25,11:46,613-47960,51-12-7-202-706,PANEL,IO,PUR,1,728.15,0.00,6,141328DMILLE,FAKE_108,,117027,254459,,,HP51-12-7-202-706
Delta Dealer,HP,,,06/16/25,13:34,614-11966,41-00-8-499-153,HOOD,IO,SLS,1,984.73,1179.00,6,141328DMILLE,FAKE_91,,117027,254459,596788,,HP41-00-8-499-153
Delta Dealer,HP,,,06/16/25,09:30,614-34173,TRANSLKQ,,IO,SLS,1,"3,100.00",5582.00,6,144626IMUNOZ,FAKE_86,,141903,143702,185467,,HPTRANSLKQ
Delta Dealer,HP,,,06/16/25,10:39,614-35191,R134A-24,FREON,,SLS,2,12.00,25.14,9,143702WBLACK,FAKE_112,111,141866,143702,46050,,HPR134A-24
Delta Dealer,HP,,,06/16/25,11:48,614-47960,PT738-48160,PROTECTOR,IO,SLS,1,44.36,59.04,6,141328DMILLE,FAKE_113,,145139,296430,594580,,HPPT738-48160
Delta Dealer,HP,,,06/16/25,13:34,615-11966,41-00-8-499-153,HOOD,IO,PUR,1,984.73,0.00,6,141328DMILLE,FAKE_91,,117027,254459,,,HP41-00-8-499-153
Delta Dealer,HP,,,06/16/25,09:30,615-34173,TRANSLKQ,,IO,PUR,1,"3,100.00",0.00,6,144626IMUNOZ,FAKE_86,,141903,143702,,,HPTRANSLKQ
Delta Dealer,HP, ,  Z      P,06/16/25,10:43,615-35191,08CLA-P99-0F0A8,Noble Components,,SLS,1,13.05,23.84,9,143702WBLACK,FAKE_25,305,278,577572,505820,,HP08CLA-P99-0F0A8
Delta Dealer,HP,,,06/16/25,11:48,615-47960,PT738-48160,PROTECTOR,IO,PUR,1,44.36,0.00,6,141328DMILLE,FAKE_113,,145139,296430,,,HPPT738-48160
Delta Dealer,HP,,,06/16/25,13:34,616-11966,51-11-7-490-211,Quality Components,IO,SLS,1,"1,085.00",1335.00,6,141328DMILLE,FAKE_91,,117027,254459,596788,,HP51-11-7-490-211
Delta Dealer,HP,,,06/16/25,09:30,616-34173,TRANSMISSION,,IO,SLS,1,"3,100.00",5582.00,6,144626IMUNOZ,FAKE_86,,141903,577572,185467,,HPTRANSMISSION
Delta Dealer,HP,,,06/16/25,10:46,616-35191,884531,MARK TAYLOR,,SLS,1,36.58,57.99,24,143702WBLACK,FAKE_25,187,278,577572,505820,,HP884531
Delta Dealer,HP,,,06/16/25,11:49,616-47960,81681-60120,LAMP,IO,SLS,1,100.59,102.93,6,141328DMILLE,FAKE_114,,112803,296430,597273,,HP81681-60120
Delta Dealer,HP,,,06/16/25,13:34,617-11966,51-11-7-490-211,Quality Components,IO,PUR,1,"1,085.00",0.00,6,141328DMILLE,FAKE_91,,117027,254459,,,HP51-11-7-490-211
Delta Dealer,HP,,,06/16/25,09:30,617-34173,TRANSMISSION,,IO,PUR,1,"3,100.00",0.00,6,144626IMUNOZ,FAKE_86,,141903,577572,,,HPTRANSMISSION
Delta Dealer,HP,,,06/16/25,10:47,617-35191,TINT1,TINT,,SLS,1,35.00,101.00,19,143702WBLACK,FAKE_115,TINT,451708,143702,999006,,HPTINT1
Delta Dealer,HP,,,06/16/25,11:49,617-47960,81681-60120,LAMP,IO,PUR,1,100.59,0.00,6,141328DMILLE,FAKE_114,,112803,296430,,,HP81681-60120
Delta Dealer,HP,,,06/16/25,09:31,618-34173,TRANSLKQ,,IO,RV,-1,"3,100.00",5582.00,6,144626IMUNOZ,FAKE_86,,141903,143702,185467,,HPTRANSLKQ
Delta Dealer,HP,,,06/16/25,10:47,618-35191,PPF,MARK GREEN,,SLS,1,30.00,50.00,19,143702WBLACK,FAKE_115,PPF,451708,143702,999006,,HPPPF
Delta Dealer,HP,,,06/16/25,11:49,618-47960,62720-60D80,GLASS,IO,SLS,1,342.99,456.40,6,141328DMILLE,FAKE_114,,112803,296430,597273,,HP62720-60D80
Delta Dealer,HP,,,06/16/25,09:31,619-34173,TRANSLKQ,,IO,PUR,-1,"3,100.00",0.00,6,144626IMUNOZ,FAKE_86,,141903,143702,,,HPTRANSLKQ
Delta Dealer,HP, ,  AY     P,06/16/25,10:49,619-35191,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,11.93,12,143702WBLACK,FAKE_116,301,141903,143702,408050,,HP15400-PLM-A02
Delta Dealer,HP,,,06/16/25,11:49,619-47960,62720-60D80,GLASS,IO,PUR,1,342.99,0.00,6,141328DMILLE,FAKE_114,,112803,296430,,,HP62720-60D80
Delta Dealer,HP,,,06/16/25,09:31,620-34173,TRANSLKQ,,IO,SLS,1,"3,100.00",4100.00,6,144626IMUNOZ,FAKE_86,,141903,143702,185467,,HPTRANSLKQ
Delta Dealer,HP, ,  AY     P,06/16/25,10:49,620-35191,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.81,12,143702WBLACK,FAKE_116,CTR,141903,143702,408050,,HP94109-14000
Delta Dealer,HP,,,06/16/25,11:49,620-47960,76626-60320,GUARD,IO,SLS,1,55.74,74.17,6,141328DMILLE,FAKE_114,,112803,296430,597273,,HP76626-60320
Delta Dealer,HP,,,06/16/25,09:31,621-34173,TRANSLKQ,,IO,PUR,1,"3,100.00",0.00,6,144626IMUNOZ,FAKE_86,,141903,143702,,,HPTRANSLKQ
Delta Dealer,HP,,,06/16/25,10:49,621-35191,FAKE_1,0W20VAL/MAXLIFE,,SLS,5,2.52,5.34,18,143702WBLACK,FAKE_116,BULK,141903,143702,408050,,HPSAE020
Delta Dealer,HP,,,06/16/25,11:49,621-47960,76626-60320,GUARD,IO,PUR,1,55.74,0.00,6,141328DMILLE,FAKE_114,,112803,296430,,,HP76626-60320
Delta Dealer,HP,,,06/16/25,09:31,622-34173,TRANSMISSION,,IO,RV,-1,"3,100.00",5582.00,6,144626IMUNOZ,FAKE_86,,141903,577572,185467,,HPTRANSMISSION
Delta Dealer,HP, ,  A      A,06/16/25,10:55,622-35191,08P17-3A0-110A,CHARLES HALL,,SLS,1,122.40,134.64,7,143702WBLACK,463647,564D,,143702,IT000082,T000082,HP08P17-3A0-110A
Delta Dealer,HP,,,06/16/25,11:51,622-47960,51-76-7-487-560,SEAL,IO,SLS,1,26.81,33.51,6,141328DMILLE,FAKE_117,,117027,254459,595245,,HP51-76-7-487-560
Delta Dealer,HP,,,06/16/25,09:31,623-34173,TRANSMISSION,,IO,PUR,-1,"3,100.00",0.00,6,144626IMUNOZ,FAKE_86,,141903,577572,,,HPTRANSMISSION
Delta Dealer,HP, ,  A      A,06/16/25,10:55,623-35191,08U45-3A0-100,"TRAY, CARGO",,SLS,1,79.60,87.56,7,143702WBLACK,463647,753C,,143702,IT000082,T000082,HP08U45-3A0-100
Delta Dealer,HP,,,06/16/25,11:51,623-47960,51-76-7-487-560,SEAL,IO,PUR,1,26.81,0.00,6,141328DMILLE,FAKE_117,,117027,254459,,,HP51-76-7-487-560
Delta Dealer,HP,,,06/16/25,09:31,624-34173,TRANSMISSION,,IO,SLS,1,"3,100.00",4100.00,6,144626IMUNOZ,FAKE_86,,141903,577572,185467,,HPTRANSMISSION
Delta Dealer,HP, ,  C      P,06/16/25,10:57,624-35191,08200-9022,HEVF-TYPE 1.0,,RV,-9,8.30,15.53,9,143702WBLACK,FAKE_25,307,278,577572,505820,,HP08200-9022
